id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
,"	2022-02-05 11:20:06	","	2022-02-05 11:20:06	","	2022-02-05 11:20:06	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:20:22	","	2022-02-05 11:20:22	","	2022-02-05 11:20:22	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:20:35	","	2022-02-05 11:20:35	","	2022-02-05 11:20:35	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:20:37	","	2022-02-05 11:20:37	","	2022-02-05 11:20:37	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:20:52	","	2022-02-05 11:20:52	","	2022-02-05 11:20:52	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:20:54	","	2022-02-05 11:20:54	","	2022-02-05 11:20:54	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:21:11	","	2022-02-05 11:21:11	","	2022-02-05 11:21:11	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:21:15	","	2022-02-05 11:21:15	","	2022-02-05 11:21:15	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:21:53	","	2022-02-05 11:21:53	","	2022-02-05 11:21:53	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:21:56	","	2022-02-05 11:21:56	","	2022-02-05 11:21:56	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:21:56	","	2022-02-05 11:21:56	","	2022-02-05 11:21:56	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:22:49	","	2022-02-05 11:22:49	","	2022-02-05 11:22:49	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:24:09	","	2022-02-05 11:24:09	","	2022-02-05 11:24:09	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:24:33	","	2022-02-05 11:24:33	","	2022-02-05 11:24:33	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:24:42	","	2022-02-05 11:24:42	","	2022-02-05 11:24:42	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:24:44	","	2022-02-05 11:24:44	","	2022-02-05 11:24:44	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:25:01	","	2022-02-05 11:25:01	","	2022-02-05 11:25:01	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:25:43	","	2022-02-05 11:25:43	","	2022-02-05 11:25:43	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:26:09	","	2022-02-05 11:26:09	","	2022-02-05 11:26:09	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:26:18	","	2022-02-05 11:26:18	","	2022-02-05 11:26:18	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:26:44	","	2022-02-05 11:26:44	","	2022-02-05 11:26:44	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:26:46	","	2022-02-05 11:26:46	","	2022-02-05 11:26:46	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:27:05	","	2022-02-05 11:27:05	","	2022-02-05 11:27:05	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:27:10	","	2022-02-05 11:27:10	","	2022-02-05 11:27:10	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:27:32	","	2022-02-05 11:27:32	","	2022-02-05 11:27:32	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:27:34	","	2022-02-05 11:27:34	","	2022-02-05 11:27:34	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:27:56	","	2022-02-05 11:27:56	","	2022-02-05 11:27:56	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:27:59	","	2022-02-05 11:27:59	","	2022-02-05 11:27:59	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:28:18	","	2022-02-05 11:28:18	","	2022-02-05 11:28:18	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:28:20	","	2022-02-05 11:28:20	","	2022-02-05 11:28:20	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:28:36	","	2022-02-05 11:28:36	","	2022-02-05 11:28:36	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:28:38	","	2022-02-05 11:28:38	","	2022-02-05 11:28:38	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:29:00	","	2022-02-05 11:29:00	","	2022-02-05 11:29:00	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:29:03	","	2022-02-05 11:29:03	","	2022-02-05 11:29:03	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:29:32	","	2022-02-05 11:29:32	","	2022-02-05 11:29:32	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:29:37	","	2022-02-05 11:29:37	","	2022-02-05 11:29:37	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:29:38	","	2022-02-05 11:29:38	","	2022-02-05 11:29:38	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:30:33	","	2022-02-05 11:30:33	","	2022-02-05 11:30:33	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:30:36	","	2022-02-05 11:30:36	","	2022-02-05 11:30:36	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:30:52	","	2022-02-05 11:30:52	","	2022-02-05 11:30:52	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:30:58	","	2022-02-05 11:30:58	","	2022-02-05 11:30:58	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:31:39	","	2022-02-05 11:31:39	","	2022-02-05 11:31:39	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:31:41	","	2022-02-05 11:31:41	","	2022-02-05 11:31:41	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:32:14	","	2022-02-05 11:32:14	","	2022-02-05 11:32:14	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:32:17	","	2022-02-05 11:32:17	","	2022-02-05 11:32:17	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:32:27	","	2022-02-05 11:32:27	","	2022-02-05 11:32:27	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:32:28	","	2022-02-05 11:32:28	","	2022-02-05 11:32:28	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:32:42	","	2022-02-05 11:32:42	","	2022-02-05 11:32:42	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:33:26	","	2022-02-05 11:33:26	","	2022-02-05 11:33:26	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:33:37	","	2022-02-05 11:33:37	","	2022-02-05 11:33:37	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:34:24	","	2022-02-05 11:34:24	","	2022-02-05 11:34:24	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:34:46	","	2022-02-05 11:34:46	","	2022-02-05 11:34:46	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:34:57	","	2022-02-05 11:34:57	","	2022-02-05 11:34:57	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:35:17	","	2022-02-05 11:35:17	","	2022-02-05 11:35:17	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:35:56	","	2022-02-05 11:35:56	","	2022-02-05 11:35:56	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:36:30	","	2022-02-05 11:36:30	","	2022-02-05 11:36:30	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:36:44	","	2022-02-05 11:36:44	","	2022-02-05 11:36:44	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:37:48	","	2022-02-05 11:37:48	","	2022-02-05 11:37:48	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:37:57	","	2022-02-05 11:37:57	","	2022-02-05 11:37:57	","	112709080	","	222602451	",,"	delchapter	",1727
,"	2022-02-05 11:38:02	","	2022-02-05 11:38:02	","	2022-02-05 11:38:02	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:38:18	","	2022-02-05 11:38:18	","	2022-02-05 11:38:18	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:38:20	","	2022-02-05 11:38:20	","	2022-02-05 11:38:20	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:44:21	","	2022-02-05 11:44:21	","	2022-02-05 11:44:21	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:44:43	","	2022-02-05 11:44:43	","	2022-02-05 11:44:43	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:44:46	","	2022-02-05 11:44:46	","	2022-02-05 11:44:46	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:44:58	","	2022-02-05 11:44:58	","	2022-02-05 11:44:58	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:45:00	","	2022-02-05 11:45:00	","	2022-02-05 11:45:00	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:45:11	","	2022-02-05 11:45:11	","	2022-02-05 11:45:11	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:45:13	","	2022-02-05 11:45:13	","	2022-02-05 11:45:13	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:45:24	","	2022-02-05 11:45:24	","	2022-02-05 11:45:24	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:45:26	","	2022-02-05 11:45:26	","	2022-02-05 11:45:26	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:45:36	","	2022-02-05 11:45:36	","	2022-02-05 11:45:36	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 11:45:48	","	2022-02-05 11:45:48	","	2022-02-05 11:45:48	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:45:52	","	2022-02-05 11:45:52	","	2022-02-05 11:45:52	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:46:19	","	2022-02-05 11:46:19	","	2022-02-05 11:46:19	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 11:46:24	","	2022-02-05 11:46:24	","	2022-02-05 11:46:24	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 11:46:59	","	2022-02-05 11:46:59	","	2022-02-05 11:46:59	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-05 12:00:10	","	2022-02-05 12:00:10	","	2022-02-05 12:00:10	","	111946208	","	222595437	","	50511841	","	accesslog	",1727
,"	2022-02-05 12:11:37	","	2022-02-05 12:11:37	","	2022-02-05 12:11:37	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:11:40	","	2022-02-05 12:11:40	","	2022-02-05 12:11:40	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:11:50	","	2022-02-05 12:11:50	","	2022-02-05 12:11:50	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:11:52	","	2022-02-05 12:11:52	","	2022-02-05 12:11:52	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:12:15	","	2022-02-05 12:12:15	","	2022-02-05 12:12:15	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:12:18	","	2022-02-05 12:12:18	","	2022-02-05 12:12:18	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:12:32	","	2022-02-05 12:12:32	","	2022-02-05 12:12:32	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:12:34	","	2022-02-05 12:12:34	","	2022-02-05 12:12:34	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:12:52	","	2022-02-05 12:12:52	","	2022-02-05 12:12:52	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:12:58	","	2022-02-05 12:12:58	","	2022-02-05 12:12:58	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:13:48	","	2022-02-05 12:13:48	","	2022-02-05 12:13:48	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:13:53	","	2022-02-05 12:13:53	","	2022-02-05 12:13:53	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:14:19	","	2022-02-05 12:14:19	","	2022-02-05 12:14:19	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:14:24	","	2022-02-05 12:14:24	","	2022-02-05 12:14:24	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:15:01	","	2022-02-05 12:15:01	","	2022-02-05 12:15:01	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:15:04	","	2022-02-05 12:15:04	","	2022-02-05 12:15:04	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:15:24	","	2022-02-05 12:15:24	","	2022-02-05 12:15:24	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:16:37	","	2022-02-05 12:16:37	","	2022-02-05 12:16:37	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:16:51	","	2022-02-05 12:16:51	","	2022-02-05 12:16:51	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:16:54	","	2022-02-05 12:16:54	","	2022-02-05 12:16:54	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:17:08	","	2022-02-05 12:17:08	","	2022-02-05 12:17:08	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:17:32	","	2022-02-05 12:17:32	","	2022-02-05 12:17:32	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:17:56	","	2022-02-05 12:17:56	","	2022-02-05 12:17:56	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:18:13	","	2022-02-05 12:18:13	","	2022-02-05 12:18:13	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:18:44	","	2022-02-05 12:18:44	","	2022-02-05 12:18:44	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:18:47	","	2022-02-05 12:18:47	","	2022-02-05 12:18:47	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:18:54	","	2022-02-05 12:18:54	","	2022-02-05 12:18:54	","	112709080	","	222602451	",,"	delchapter	",1727
,"	2022-02-05 12:18:57	","	2022-02-05 12:18:57	","	2022-02-05 12:18:57	","	112709080	","	222602451	",,"	delchapter	",1727
,"	2022-02-05 12:19:01	","	2022-02-05 12:19:01	","	2022-02-05 12:19:01	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:19:21	","	2022-02-05 12:19:21	","	2022-02-05 12:19:21	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:19:25	","	2022-02-05 12:19:25	","	2022-02-05 12:19:25	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:20:06	","	2022-02-05 12:20:06	","	2022-02-05 12:20:06	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:21:02	","	2022-02-05 12:21:02	","	2022-02-05 12:21:02	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:21:57	","	2022-02-05 12:21:57	","	2022-02-05 12:21:57	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:22:03	","	2022-02-05 12:22:03	","	2022-02-05 12:22:03	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:22:29	","	2022-02-05 12:22:29	","	2022-02-05 12:22:29	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:22:33	","	2022-02-05 12:22:33	","	2022-02-05 12:22:33	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:22:52	","	2022-02-05 12:22:52	","	2022-02-05 12:22:52	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:22:57	","	2022-02-05 12:22:57	","	2022-02-05 12:22:57	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:23:12	","	2022-02-05 12:23:12	","	2022-02-05 12:23:12	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:23:15	","	2022-02-05 12:23:15	","	2022-02-05 12:23:15	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:23:26	","	2022-02-05 12:23:26	","	2022-02-05 12:23:26	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:23:31	","	2022-02-05 12:23:31	","	2022-02-05 12:23:31	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:23:42	","	2022-02-05 12:23:42	","	2022-02-05 12:23:42	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:23:47	","	2022-02-05 12:23:47	","	2022-02-05 12:23:47	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:24:38	","	2022-02-05 12:24:38	","	2022-02-05 12:24:38	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:24:42	","	2022-02-05 12:24:42	","	2022-02-05 12:24:42	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:25:09	","	2022-02-05 12:25:09	","	2022-02-05 12:25:09	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:25:12	","	2022-02-05 12:25:12	","	2022-02-05 12:25:12	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:25:33	","	2022-02-05 12:25:33	","	2022-02-05 12:25:33	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:25:35	","	2022-02-05 12:25:35	","	2022-02-05 12:25:35	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:26:01	","	2022-02-05 12:26:01	","	2022-02-05 12:26:01	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:26:06	","	2022-02-05 12:26:06	","	2022-02-05 12:26:06	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:26:18	","	2022-02-05 12:26:18	","	2022-02-05 12:26:18	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:26:20	","	2022-02-05 12:26:20	","	2022-02-05 12:26:20	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:26:45	","	2022-02-05 12:26:45	","	2022-02-05 12:26:45	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:26:47	","	2022-02-05 12:26:47	","	2022-02-05 12:26:47	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:27:05	","	2022-02-05 12:27:05	","	2022-02-05 12:27:05	","	112709080	","	222602451	",,"	renamechapter	",1727
,"	2022-02-05 12:27:31	","	2022-02-05 12:27:31	","	2022-02-05 12:27:31	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:27:38	","	2022-02-05 12:27:38	","	2022-02-05 12:27:38	","	112709080	","	222602451	",,"	delchapter	",1727
,"	2022-02-05 12:27:46	","	2022-02-05 12:27:46	","	2022-02-05 12:27:46	","	112709080	","	222602451	",,"	createchapter	",1727
,"	2022-02-05 12:28:16	","	2022-02-05 12:28:16	","	2022-02-05 12:28:16	","	112709080	","	222602451	",,"	delchapter	",1727
,"	2022-02-05 12:28:21	","	2022-02-05 12:28:21	","	2022-02-05 12:28:21	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-06 20:57:56	","	2022-02-06 20:57:56	","	2022-02-06 20:57:56	","	98302034	","	222602451	","	50522391	","	accesslog	",1727
,"	2022-02-06 21:56:34	","	2022-02-06 21:56:34	","	2022-02-06 21:56:34	","	112709080	","	222602451	",,"	uploadchapterfile	",1727
,"	2022-02-06 21:56:34	","	2022-02-06 21:56:34	","	2022-02-06 21:56:34	","	112709080	","	222602451	",,"	editcard	",1727
,"	2022-02-08 11:07:26	","	2022-02-08 11:07:26	","	2022-02-08 11:07:26	","	147392719	","	222595437	","	50511841	","	accesslog	",1727
,"	2022-02-09 10:53:21	","	2022-02-09 10:53:21	","	2022-02-09 10:53:21	","	111949220	","	222595437	","	50511841	","	accesslog	",1727
,"	2022-02-12 22:40:04	","	2022-02-12 22:40:04	","	2022-02-12 22:40:04	","	134305403	","	222652756	",,"	createcourse	",1727
,"	2022-02-12 22:40:04	","	2022-02-12 22:40:04	","	2022-02-12 22:40:04	","	134305403	","	222652756	","	50621834	","	createclass	",1727
,"	2022-02-12 22:40:06	","	2022-02-12 22:40:06	","	2022-02-12 22:40:06	","	134305403	","	222652756	","	50621835	","	createclass	",1727
,"	2022-02-12 22:43:28	","	2022-02-12 22:43:28	","	2022-02-12 22:43:28	","	134305403	","	222652756	",,"	creatework	",1727
,"	2022-02-12 23:11:17	","	2022-02-12 23:11:17	","	2022-02-12 23:11:17	","	134305403	","	222652756	",,"	createpaper	",1727
,"	2022-02-13 22:54:18	","	2022-02-13 22:54:18	","	2022-02-13 22:54:18	","	197686340	","	222652756	","	50621834	","	accesslog	",1727
,"	2022-02-14 15:06:58	","	2022-02-14 15:06:58	","	2022-02-14 15:06:58	","	153867091	","	222675513	",,"	createcourse	",1727
,"	2022-02-14 15:06:58	","	2022-02-14 15:06:58	","	2022-02-14 15:06:58	","	153867091	","	222675513	","	50669661	","	createclass	",1727
,"	2022-02-14 15:06:59	","	2022-02-14 15:06:59	","	2022-02-14 15:06:59	","	153867091	","	222675513	","	50669664	","	createclass	",1727
,"	2022-02-14 15:07:37	","	2022-02-14 15:07:37	","	2022-02-14 15:07:37	","	153867091	","	222675513	",,"	creatework	",1727
,"	2022-02-14 15:12:55	","	2022-02-14 15:12:55	","	2022-02-14 15:12:55	","	153867091	","	222675513	",,"	clonecourse	",1727
,"	2022-02-14 15:13:16	","	2022-02-14 15:13:16	","	2022-02-14 15:13:16	","	153867091	","	222675513	",,"	filedcourse	",1727
,"	2022-02-14 15:18:30	","	2022-02-14 15:18:30	","	2022-02-14 15:18:30	","	153867091	","	222675513	",,"	cancelfiledcourse	",1727
,"	2022-02-14 15:19:08	","	2022-02-14 15:19:08	","	2022-02-14 15:19:08	","	153867091	","	222675513	",,"	creatework	",1727
,"	2022-02-14 15:24:37	","	2022-02-14 15:24:37	","	2022-02-14 15:24:37	","	153867091	","	222675513	",,"	creatework	",1727
,"	2022-02-14 15:26:21	","	2022-02-14 15:26:21	","	2022-02-14 15:26:21	","	153867091	","	222675513	",,"	creatework	",1727
,"	2022-02-14 15:27:31	","	2022-02-14 15:27:31	","	2022-02-14 15:27:31	","	153867091	","	222675513	",,"	creatework	",1727
