id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
"","	2022-03-01 09:48:34	","	2022-03-01 09:48:34	","	2022-03-01 09:48:34	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 09:59:33	","	2022-03-01 09:59:33	","	2022-03-01 09:59:33	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 09:59:58	","	2022-03-01 09:59:58	","	2022-03-01 09:59:58	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 10:03:43	","	2022-03-01 10:03:43	","	2022-03-01 10:03:43	","	147374889	","	222820410	",,"	createchapter	",1727
"","	2022-03-01 10:04:18	","	2022-03-01 10:04:18	","	2022-03-01 10:04:18	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 10:04:39	","	2022-03-01 10:04:39	","	2022-03-01 10:04:39	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 10:04:42	","	2022-03-01 10:04:42	","	2022-03-01 10:04:42	","	147380805	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 10:04:49	","	2022-03-01 10:04:49	","	2022-03-01 10:04:49	","	147385851	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 10:04:51	","	2022-03-01 10:04:51	","	2022-03-01 10:04:51	","	147385851	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 10:05:35	","	2022-03-01 10:05:35	","	2022-03-01 10:05:35	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 10:06:59	","	2022-03-01 10:06:59	","	2022-03-01 10:06:59	","	147392587	","	222760546	","	50868133	","	accesslog	",1727
"","	2022-03-01 10:07:00	","	2022-03-01 10:07:00	","	2022-03-01 10:07:00	","	147391148	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 10:07:01	","	2022-03-01 10:07:01	","	2022-03-01 10:07:01	","	147391148	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 10:07:47	","	2022-03-01 10:07:47	","	2022-03-01 10:07:47	","	111945723	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:10:02	","	2022-03-01 10:10:02	","	2022-03-01 10:10:02	","	111948679	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:10:55	","	2022-03-01 10:10:55	","	2022-03-01 10:10:55	","	111948161	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:11:45	","	2022-03-01 10:11:45	","	2022-03-01 10:11:45	","	111948161	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:12:02	","	2022-03-01 10:12:02	","	2022-03-01 10:12:02	","	147375598	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 10:12:27	","	2022-03-01 10:12:27	","	2022-03-01 10:12:27	","	111948161	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:13:14	","	2022-03-01 10:13:14	","	2022-03-01 10:13:14	","	111948161	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:14:38	","	2022-03-01 10:14:38	","	2022-03-01 10:14:38	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 10:19:51	","	2022-03-01 10:19:51	","	2022-03-01 10:19:51	","	147388850	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 10:20:00	","	2022-03-01 10:20:00	","	2022-03-01 10:20:00	","	147388850	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 10:23:59	","	2022-03-01 10:23:59	","	2022-03-01 10:23:59	","	147380291	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:27:43	","	2022-03-01 10:27:43	","	2022-03-01 10:27:43	","	111947216	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-01 10:27:59	","	2022-03-01 10:27:59	","	2022-03-01 10:27:59	","	147387805	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-01 10:31:58	","	2022-03-01 10:31:58	","	2022-03-01 10:31:58	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:32:37	","	2022-03-01 10:32:37	","	2022-03-01 10:32:37	","	147392900	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:39:40	","	2022-03-01 10:39:40	","	2022-03-01 10:39:40	","	197688454	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-01 10:40:21	","	2022-03-01 10:40:21	","	2022-03-01 10:40:21	","	197688454	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-01 10:40:29	","	2022-03-01 10:40:29	","	2022-03-01 10:40:29	","	147374571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:41:12	","	2022-03-01 10:41:12	","	2022-03-01 10:41:12	","	147374571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:42:41	","	2022-03-01 10:42:41	","	2022-03-01 10:42:41	","	147374571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:46:28	","	2022-03-01 10:46:28	","	2022-03-01 10:46:28	","	147374571	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-01 10:53:41	","	2022-03-01 10:53:41	","	2022-03-01 10:53:41	","	111947138	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 10:57:56	","	2022-03-01 10:57:56	","	2022-03-01 10:57:56	","	147393575	","	222760546	","	50868133	","	accesslog	",1727
"","	2022-03-01 10:58:32	","	2022-03-01 10:58:32	","	2022-03-01 10:58:32	","	147393575	","	222760546	","	50868133	","	accesslog	",1727
"","	2022-03-01 11:00:09	","	2022-03-01 11:00:09	","	2022-03-01 11:00:09	","	111948610	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-01 11:03:47	","	2022-03-01 11:03:47	","	2022-03-01 11:03:47	","	147393050	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 11:04:24	","	2022-03-01 11:04:24	","	2022-03-01 11:04:24	","	147393050	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 11:26:11	","	2022-03-01 11:26:11	","	2022-03-01 11:26:11	","	147389380	","	222675513	","	51498365	","	accesslog	",1727
"","	2022-03-01 11:42:46	","	2022-03-01 11:42:46	","	2022-03-01 11:42:46	","	147393571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 11:55:05	","	2022-03-01 11:55:05	","	2022-03-01 11:55:05	","	147387056	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 11:55:10	","	2022-03-01 11:55:10	","	2022-03-01 11:55:10	","	147387056	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 11:55:28	","	2022-03-01 11:55:28	","	2022-03-01 11:55:28	","	147374889	","	222820410	",,"	createchapter	",1727
"","	2022-03-01 11:56:11	","	2022-03-01 11:56:11	","	2022-03-01 11:56:11	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 11:56:15	","	2022-03-01 11:56:15	","	2022-03-01 11:56:15	","	147374889	","	222820410	",,"	createchapter	",1727
"","	2022-03-01 11:56:38	","	2022-03-01 11:56:38	","	2022-03-01 11:56:38	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 11:56:46	","	2022-03-01 11:56:46	","	2022-03-01 11:56:46	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 11:57:17	","	2022-03-01 11:57:17	","	2022-03-01 11:57:17	","	147374889	","	222820410	",,"	uploadchapterfile	",1727
"","	2022-03-01 11:57:17	","	2022-03-01 11:57:17	","	2022-03-01 11:57:17	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 11:57:28	","	2022-03-01 11:57:28	","	2022-03-01 11:57:28	","	147374889	","	222820410	",,"	uploadchapterfile	",1727
"","	2022-03-01 11:57:28	","	2022-03-01 11:57:28	","	2022-03-01 11:57:28	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 11:59:10	","	2022-03-01 11:59:10	","	2022-03-01 11:59:10	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 12:00:12	","	2022-03-01 12:00:12	","	2022-03-01 12:00:12	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 12:01:54	","	2022-03-01 12:01:54	","	2022-03-01 12:01:54	","	147374889	","	222820410	",,"	createchapter	",1727
"","	2022-03-01 12:02:09	","	2022-03-01 12:02:09	","	2022-03-01 12:02:09	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 12:02:15	","	2022-03-01 12:02:15	","	2022-03-01 12:02:15	","	147374889	","	222820410	",,"	createchapter	",1727
"","	2022-03-01 12:02:26	","	2022-03-01 12:02:26	","	2022-03-01 12:02:26	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 12:02:43	","	2022-03-01 12:02:43	","	2022-03-01 12:02:43	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 12:02:55	","	2022-03-01 12:02:55	","	2022-03-01 12:02:55	","	147374889	","	222820410	",,"	renamechapter	",1727
"","	2022-03-01 12:03:03	","	2022-03-01 12:03:03	","	2022-03-01 12:03:03	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 12:14:02	","	2022-03-01 12:14:02	","	2022-03-01 12:14:02	","	147374889	","	222820410	",,"	delchapter	",1727
"","	2022-03-01 12:17:39	","	2022-03-01 12:17:39	","	2022-03-01 12:17:39	","	147374889	","	222820410	",,"	uploadchapterfile	",1727
"","	2022-03-01 12:17:39	","	2022-03-01 12:17:39	","	2022-03-01 12:17:39	","	147374889	","	222820410	",,"	editcard	",1727
"","	2022-03-01 12:20:49	","	2022-03-01 12:20:49	","	2022-03-01 12:20:49	","	111946884	","	222807286	","	50989234	","	accesslog	",1727
"","	2022-03-01 12:27:47	","	2022-03-01 12:27:47	","	2022-03-01 12:27:47	","	147374889	","	222820410	","	51027597	","	TOtherLog	",1727
"","	2022-03-01 12:30:53	","	2022-03-01 12:30:53	","	2022-03-01 12:30:53	","	147374889	","	222820410	","	51027597	","	TTTencentMeetingLog	",1727
"","	2022-03-01 12:38:46	","	2022-03-01 12:38:46	","	2022-03-01 12:38:46	","	147386142	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 13:58:37	","	2022-03-01 13:58:37	","	2022-03-01 13:58:37	","	147392654	","	222807286	","	51037243	","	accesslog	",1727
"","	2022-03-01 14:03:09	","	2022-03-01 14:03:09	","	2022-03-01 14:03:09	","	111947859	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-03-01 14:07:18	","	2022-03-01 14:07:18	","	2022-03-01 14:07:18	","	111945046	","	222820410	","	51027597	","	AttendLog11	",1727
"","	2022-03-01 14:34:22	","	2022-03-01 14:34:22	","	2022-03-01 14:34:22	","	147376948	","	223018597	","	51541158	","	accesslog	",1727
"","	2022-03-01 14:38:28	","	2022-03-01 14:38:28	","	2022-03-01 14:38:28	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 14:49:43	","	2022-03-01 14:49:43	","	2022-03-01 14:49:43	","	197688505	","	222652756	","	50621834	","	accesslog	",1727
"","	2022-03-01 15:02:14	","	2022-03-01 15:02:14	","	2022-03-01 15:02:14	","	111946232	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:03:04	","	2022-03-01 15:03:04	","	2022-03-01 15:03:04	","	111946232	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:03:47	","	2022-03-01 15:03:47	","	2022-03-01 15:03:47	","	111946232	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:20:50	","	2022-03-01 15:20:50	","	2022-03-01 15:20:50	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:21:25	","	2022-03-01 15:21:25	","	2022-03-01 15:21:25	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:21:52	","	2022-03-01 15:21:52	","	2022-03-01 15:21:52	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:22:12	","	2022-03-01 15:22:12	","	2022-03-01 15:22:12	","	147386156	","	222865147	","	51154010	","	accesslog	",1727
"","	2022-03-01 15:22:12	","	2022-03-01 15:22:12	","	2022-03-01 15:22:12	","	147386156	","	222865147	","	51154015	","	accesslog	",1727
"","	2022-03-01 15:22:17	","	2022-03-01 15:22:17	","	2022-03-01 15:22:17	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:22:33	","	2022-03-01 15:22:33	","	2022-03-01 15:22:33	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:23:12	","	2022-03-01 15:23:12	","	2022-03-01 15:23:12	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:24:00	","	2022-03-01 15:24:00	","	2022-03-01 15:24:00	","	111945162	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:24:07	","	2022-03-01 15:24:07	","	2022-03-01 15:24:07	","	111944552	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:25:00	","	2022-03-01 15:25:00	","	2022-03-01 15:25:00	","	111946232	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:26:35	","	2022-03-01 15:26:35	","	2022-03-01 15:26:35	","	111948679	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:26:40	","	2022-03-01 15:26:40	","	2022-03-01 15:26:40	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:28:11	","	2022-03-01 15:28:11	","	2022-03-01 15:28:11	","	111948685	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:30:10	","	2022-03-01 15:30:10	","	2022-03-01 15:30:10	","	147390732	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:32:01	","	2022-03-01 15:32:01	","	2022-03-01 15:32:01	","	147393571	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:32:35	","	2022-03-01 15:32:35	","	2022-03-01 15:32:35	","	147390732	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:33:34	","	2022-03-01 15:33:34	","	2022-03-01 15:33:34	","	111944733	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:34:09	","	2022-03-01 15:34:09	","	2022-03-01 15:34:09	","	111944733	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:34:30	","	2022-03-01 15:34:30	","	2022-03-01 15:34:30	","	147385772	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:34:52	","	2022-03-01 15:34:52	","	2022-03-01 15:34:52	","	111944733	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:35:03	","	2022-03-01 15:35:03	","	2022-03-01 15:35:03	","	111946232	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:36:08	","	2022-03-01 15:36:08	","	2022-03-01 15:36:08	","	111944733	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:36:49	","	2022-03-01 15:36:49	","	2022-03-01 15:36:49	","	111944017	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:37:13	","	2022-03-01 15:37:13	","	2022-03-01 15:37:13	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:37:19	","	2022-03-01 15:37:19	","	2022-03-01 15:37:19	","	147390732	","	222820410	","	51027597	","	jobfinish	",1727
"","	2022-03-01 15:38:01	","	2022-03-01 15:38:01	","	2022-03-01 15:38:01	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:38:09	","	2022-03-01 15:38:09	","	2022-03-01 15:38:09	","	147390732	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:38:17	","	2022-03-01 15:38:17	","	2022-03-01 15:38:17	","	147392786	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:38:49	","	2022-03-01 15:38:49	","	2022-03-01 15:38:49	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:40:01	","	2022-03-01 15:40:01	","	2022-03-01 15:40:01	","	147374889	","	222820410	","	51027597	","	TAttendLog	",1727
"","	2022-03-01 15:40:05	","	2022-03-01 15:40:05	","	2022-03-01 15:40:05	","	111948676	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:05	","	2022-03-01 15:40:05	","	2022-03-01 15:40:05	","	111945162	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:07	","	2022-03-01 15:40:07	","	2022-03-01 15:40:07	","	111944409	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:09	","	2022-03-01 15:40:09	","	2022-03-01 15:40:09	","	111947289	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:09	","	2022-03-01 15:40:09	","	2022-03-01 15:40:09	","	111946452	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:11	","	2022-03-01 15:40:11	","	2022-03-01 15:40:11	","	147392900	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:11	","	2022-03-01 15:40:11	","	2022-03-01 15:40:11	","	147392291	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:12	","	2022-03-01 15:40:12	","	2022-03-01 15:40:12	","	147382319	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:12	","	2022-03-01 15:40:12	","	2022-03-01 15:40:12	","	147393593	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	153867160	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	147387514	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	2022-03-01 15:40:13	","	111947270	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:14	","	2022-03-01 15:40:14	","	2022-03-01 15:40:14	","	147393726	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:14	","	2022-03-01 15:40:14	","	2022-03-01 15:40:14	","	111945723	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:16	","	2022-03-01 15:40:16	","	2022-03-01 15:40:16	","	111946524	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:16	","	2022-03-01 15:40:16	","	2022-03-01 15:40:16	","	111946120	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	147393731	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	111948161	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	2022-03-01 15:40:17	","	111944733	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	147385772	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	147393768	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	111946538	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	2022-03-01 15:40:18	","	147393661	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:19	","	2022-03-01 15:40:19	","	2022-03-01 15:40:19	","	147377079	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:26	","	2022-03-01 15:40:26	","	2022-03-01 15:40:26	","	147375944	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:26	","	2022-03-01 15:40:26	","	2022-03-01 15:40:26	","	111943800	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:27	","	2022-03-01 15:40:27	","	2022-03-01 15:40:27	","	111943930	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:28	","	2022-03-01 15:40:28	","	2022-03-01 15:40:28	","	111948433	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:34	","	2022-03-01 15:40:34	","	2022-03-01 15:40:34	","	147386210	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:35	","	2022-03-01 15:40:35	","	2022-03-01 15:40:35	","	111948894	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:37	","	2022-03-01 15:40:37	","	2022-03-01 15:40:37	","	111948685	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:39	","	2022-03-01 15:40:39	","	2022-03-01 15:40:39	","	147392692	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:43	","	2022-03-01 15:40:43	","	2022-03-01 15:40:43	","	111947683	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:45	","	2022-03-01 15:40:45	","	2022-03-01 15:40:45	","	111947503	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:40:59	","	2022-03-01 15:40:59	","	2022-03-01 15:40:59	","	147392855	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:04	","	2022-03-01 15:41:04	","	2022-03-01 15:41:04	","	147392717	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:07	","	2022-03-01 15:41:07	","	2022-03-01 15:41:07	","	147388338	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:11	","	2022-03-01 15:41:11	","	2022-03-01 15:41:11	","	111944682	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:11	","	2022-03-01 15:41:11	","	2022-03-01 15:41:11	","	147374459	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:15	","	2022-03-01 15:41:15	","	2022-03-01 15:41:15	","	111947565	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:16	","	2022-03-01 15:41:16	","	2022-03-01 15:41:16	","	147378307	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:20	","	2022-03-01 15:41:20	","	2022-03-01 15:41:20	","	111946139	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:20	","	2022-03-01 15:41:20	","	2022-03-01 15:41:20	","	111944552	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:21	","	2022-03-01 15:41:21	","	2022-03-01 15:41:21	","	147374459	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:41:34	","	2022-03-01 15:41:34	","	2022-03-01 15:41:34	","	147393446	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:44	","	2022-03-01 15:41:44	","	2022-03-01 15:41:44	","	51455892	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:46	","	2022-03-01 15:41:46	","	2022-03-01 15:41:46	","	147387406	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:41:52	","	2022-03-01 15:41:52	","	2022-03-01 15:41:52	","	147378696	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:42:19	","	2022-03-01 15:42:19	","	2022-03-01 15:42:19	","	147383116	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:42:30	","	2022-03-01 15:42:30	","	2022-03-01 15:42:30	","	111948700	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:42:40	","	2022-03-01 15:42:40	","	2022-03-01 15:42:40	","	147374085	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:42:42	","	2022-03-01 15:42:42	","	2022-03-01 15:42:42	","	147387406	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:42:49	","	2022-03-01 15:42:49	","	2022-03-01 15:42:49	","	111944017	","	222820410	","	51027597	","	AttendLog	",1727
"","	2022-03-01 15:42:55	","	2022-03-01 15:42:55	","	2022-03-01 15:42:55	","	111945816	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-03-01 15:42:59	","	2022-03-01 15:42:59	","	2022-03-01 15:42:59	","	111945816	","	222820410	","	51027597	","	AttendLog	",1727
