id,insert_time,create_time,last_modify_time,personid,courseid,clazzid,type,fid
"","	2022-05-01 00:11:49	","	2022-05-01 00:11:49	","	2022-05-01 00:11:49	","	147387909	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:12:28	","	2022-05-01 00:12:28	","	2022-05-01 00:12:28	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:12:28	","	2022-05-01 00:12:28	","	2022-05-01 00:12:28	","	147377253	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:13:30	","	2022-05-01 00:13:30	","	2022-05-01 00:13:30	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:13:30	","	2022-05-01 00:13:30	","	2022-05-01 00:13:30	","	147393642	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:14:00	","	2022-05-01 00:14:00	","	2022-05-01 00:14:00	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:14:00	","	2022-05-01 00:14:00	","	2022-05-01 00:14:00	","	147393673	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:15:27	","	2022-05-01 00:15:27	","	2022-05-01 00:15:27	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:15:27	","	2022-05-01 00:15:27	","	2022-05-01 00:15:27	","	147383244	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:16:29	","	2022-05-01 00:16:29	","	2022-05-01 00:16:29	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:16:29	","	2022-05-01 00:16:29	","	2022-05-01 00:16:29	","	147386259	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:17:08	","	2022-05-01 00:17:08	","	2022-05-01 00:17:08	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:17:08	","	2022-05-01 00:17:08	","	2022-05-01 00:17:08	","	147390809	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:17:42	","	2022-05-01 00:17:42	","	2022-05-01 00:17:42	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:17:42	","	2022-05-01 00:17:42	","	2022-05-01 00:17:42	","	147393015	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:18:11	","	2022-05-01 00:18:11	","	2022-05-01 00:18:11	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:18:11	","	2022-05-01 00:18:11	","	2022-05-01 00:18:11	","	147393606	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:19:49	","	2022-05-01 00:19:49	","	2022-05-01 00:19:49	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:19:49	","	2022-05-01 00:19:49	","	2022-05-01 00:19:49	","	147386186	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:20:23	","	2022-05-01 00:20:23	","	2022-05-01 00:20:23	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:20:23	","	2022-05-01 00:20:23	","	2022-05-01 00:20:23	","	147379212	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:20:54	","	2022-05-01 00:20:54	","	2022-05-01 00:20:54	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:20:54	","	2022-05-01 00:20:54	","	2022-05-01 00:20:54	","	147389079	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:22:52	","	2022-05-01 00:22:52	","	2022-05-01 00:22:52	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:22:52	","	2022-05-01 00:22:52	","	2022-05-01 00:22:52	","	147388656	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:23:10	","	2022-05-01 00:23:10	","	2022-05-01 00:23:10	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:23:10	","	2022-05-01 00:23:10	","	2022-05-01 00:23:10	","	147393248	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:25:15	","	2022-05-01 00:25:15	","	2022-05-01 00:25:15	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:25:15	","	2022-05-01 00:25:15	","	2022-05-01 00:25:15	","	111943475	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:26:07	","	2022-05-01 00:26:07	","	2022-05-01 00:26:07	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:26:07	","	2022-05-01 00:26:07	","	2022-05-01 00:26:07	","	147393176	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:26:42	","	2022-05-01 00:26:42	","	2022-05-01 00:26:42	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:26:42	","	2022-05-01 00:26:42	","	2022-05-01 00:26:42	","	147392511	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:27:03	","	2022-05-01 00:27:03	","	2022-05-01 00:27:03	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:27:03	","	2022-05-01 00:27:03	","	2022-05-01 00:27:03	","	147392643	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:27:37	","	2022-05-01 00:27:37	","	2022-05-01 00:27:37	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:27:37	","	2022-05-01 00:27:37	","	2022-05-01 00:27:37	","	147389601	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:28:11	","	2022-05-01 00:28:11	","	2022-05-01 00:28:11	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:28:11	","	2022-05-01 00:28:11	","	2022-05-01 00:28:11	","	147393467	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:29:15	","	2022-05-01 00:29:15	","	2022-05-01 00:29:15	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:29:15	","	2022-05-01 00:29:15	","	2022-05-01 00:29:15	","	147386064	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:29:52	","	2022-05-01 00:29:52	","	2022-05-01 00:29:52	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:29:52	","	2022-05-01 00:29:52	","	2022-05-01 00:29:52	","	147387610	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:30:47	","	2022-05-01 00:30:47	","	2022-05-01 00:30:47	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:30:47	","	2022-05-01 00:30:47	","	2022-05-01 00:30:47	","	147392353	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:31:19	","	2022-05-01 00:31:19	","	2022-05-01 00:31:19	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:31:19	","	2022-05-01 00:31:19	","	2022-05-01 00:31:19	","	111944904	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:31:54	","	2022-05-01 00:31:54	","	2022-05-01 00:31:54	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:31:54	","	2022-05-01 00:31:54	","	2022-05-01 00:31:54	","	147376765	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:32:31	","	2022-05-01 00:32:31	","	2022-05-01 00:32:31	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:32:31	","	2022-05-01 00:32:31	","	2022-05-01 00:32:31	","	147381998	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:33:27	","	2022-05-01 00:33:27	","	2022-05-01 00:33:27	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:33:27	","	2022-05-01 00:33:27	","	2022-05-01 00:33:27	","	147385840	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:33:59	","	2022-05-01 00:33:59	","	2022-05-01 00:33:59	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:33:59	","	2022-05-01 00:33:59	","	2022-05-01 00:33:59	","	147386100	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:34:31	","	2022-05-01 00:34:31	","	2022-05-01 00:34:31	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:34:31	","	2022-05-01 00:34:31	","	2022-05-01 00:34:31	","	147375499	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:35:24	","	2022-05-01 00:35:24	","	2022-05-01 00:35:24	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:35:24	","	2022-05-01 00:35:24	","	2022-05-01 00:35:24	","	147375134	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:35:57	","	2022-05-01 00:35:57	","	2022-05-01 00:35:57	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:35:57	","	2022-05-01 00:35:57	","	2022-05-01 00:35:57	","	147380558	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:36:34	","	2022-05-01 00:36:34	","	2022-05-01 00:36:34	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:36:34	","	2022-05-01 00:36:34	","	2022-05-01 00:36:34	","	147392903	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:37:07	","	2022-05-01 00:37:07	","	2022-05-01 00:37:07	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:37:07	","	2022-05-01 00:37:07	","	2022-05-01 00:37:07	","	147389591	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:38:12	","	2022-05-01 00:38:12	","	2022-05-01 00:38:12	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:38:12	","	2022-05-01 00:38:12	","	2022-05-01 00:38:12	","	147385715	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:39:06	","	2022-05-01 00:39:06	","	2022-05-01 00:39:06	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:39:06	","	2022-05-01 00:39:06	","	2022-05-01 00:39:06	","	147390222	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:39:58	","	2022-05-01 00:39:58	","	2022-05-01 00:39:58	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:39:58	","	2022-05-01 00:39:58	","	2022-05-01 00:39:58	","	147392989	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:40:29	","	2022-05-01 00:40:29	","	2022-05-01 00:40:29	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:40:29	","	2022-05-01 00:40:29	","	2022-05-01 00:40:29	","	147392271	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:41:01	","	2022-05-01 00:41:01	","	2022-05-01 00:41:01	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:41:01	","	2022-05-01 00:41:01	","	2022-05-01 00:41:01	","	147392587	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:41:37	","	2022-05-01 00:41:37	","	2022-05-01 00:41:37	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:41:37	","	2022-05-01 00:41:37	","	2022-05-01 00:41:37	","	147392922	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:42:04	","	2022-05-01 00:42:04	","	2022-05-01 00:42:04	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:42:04	","	2022-05-01 00:42:04	","	2022-05-01 00:42:04	","	147393428	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:43:00	","	2022-05-01 00:43:00	","	2022-05-01 00:43:00	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:43:00	","	2022-05-01 00:43:00	","	2022-05-01 00:43:00	","	147383424	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:43:44	","	2022-05-01 00:43:44	","	2022-05-01 00:43:44	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:43:44	","	2022-05-01 00:43:44	","	2022-05-01 00:43:44	","	147386202	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:44:34	","	2022-05-01 00:44:34	","	2022-05-01 00:44:34	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:44:34	","	2022-05-01 00:44:34	","	2022-05-01 00:44:34	","	147385850	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:45:22	","	2022-05-01 00:45:22	","	2022-05-01 00:45:22	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:45:22	","	2022-05-01 00:45:22	","	2022-05-01 00:45:22	","	147386139	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:46:32	","	2022-05-01 00:46:32	","	2022-05-01 00:46:32	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:46:32	","	2022-05-01 00:46:32	","	2022-05-01 00:46:32	","	147378481	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:47:15	","	2022-05-01 00:47:15	","	2022-05-01 00:47:15	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:47:15	","	2022-05-01 00:47:15	","	2022-05-01 00:47:15	","	147393417	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:47:36	","	2022-05-01 00:47:36	","	2022-05-01 00:47:36	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:47:36	","	2022-05-01 00:47:36	","	2022-05-01 00:47:36	","	147393636	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:48:22	","	2022-05-01 00:48:22	","	2022-05-01 00:48:22	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:48:22	","	2022-05-01 00:48:22	","	2022-05-01 00:48:22	","	147391545	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:48:52	","	2022-05-01 00:48:52	","	2022-05-01 00:48:52	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:48:52	","	2022-05-01 00:48:52	","	2022-05-01 00:48:52	","	147393775	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:49:19	","	2022-05-01 00:49:19	","	2022-05-01 00:49:19	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:49:19	","	2022-05-01 00:49:19	","	2022-05-01 00:49:19	","	147385775	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:49:47	","	2022-05-01 00:49:47	","	2022-05-01 00:49:47	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:49:47	","	2022-05-01 00:49:47	","	2022-05-01 00:49:47	","	147388436	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:50:19	","	2022-05-01 00:50:19	","	2022-05-01 00:50:19	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:50:19	","	2022-05-01 00:50:19	","	2022-05-01 00:50:19	","	147375213	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:50:40	","	2022-05-01 00:50:40	","	2022-05-01 00:50:40	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:50:40	","	2022-05-01 00:50:40	","	2022-05-01 00:50:40	","	147390934	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:51:33	","	2022-05-01 00:51:33	","	2022-05-01 00:51:33	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:51:33	","	2022-05-01 00:51:33	","	2022-05-01 00:51:33	","	147386147	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:52:22	","	2022-05-01 00:52:22	","	2022-05-01 00:52:22	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:52:22	","	2022-05-01 00:52:22	","	2022-05-01 00:52:22	","	147392924	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	147375493	","	224922228	","	55853631	","	workscore	",1727
"","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	2022-05-01 00:52:47	","	224875911	","	224922228	","	55853631	","	piyuework	",1727
"","	2022-05-01 03:05:57	","	2022-05-01 03:05:57	","	2022-05-01 03:05:57	","	147379178	","	224989771	","	55998526	","	accesslog	",1727
"","	2022-05-01 07:51:16	","	2022-05-01 07:51:16	","	2022-05-01 07:51:16	","	197685186	","	224894458	","	55799906	","	accesslog	",1727
"","	2022-05-01 08:01:05	","	2022-05-01 08:01:05	","	2022-05-01 08:01:05	","	111944562	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-05-01 08:07:00	","	2022-05-01 08:07:00	","	2022-05-01 08:07:00	","	111944823	","	222808035	","	50991373	","	accesslog	",1727
"","	2022-05-01 08:58:34	","	2022-05-01 08:58:34	","	2022-05-01 08:58:34	","	98301001	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:38:05	","	2022-05-01 09:38:05	","	2022-05-01 09:38:05	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	111947004	","	222602451	","	50522391	","	ceyaanswer	",1727
"","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	111947004	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	2022-05-01 09:43:32	","	111947004	","	222602451	","	50522391	","	ceyascore	",1727
"","	2022-05-01 09:43:48	","	2022-05-01 09:43:48	","	2022-05-01 09:43:48	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	111947004	","	222602451	","	50522391	","	ceyaanswer	",1727
"","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	111947004	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	2022-05-01 09:44:58	","	111947004	","	222602451	","	50522391	","	ceyascore	",1727
"","	2022-05-01 09:45:32	","	2022-05-01 09:45:32	","	2022-05-01 09:45:32	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:48:19	","	2022-05-01 09:48:19	","	2022-05-01 09:48:19	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:49:30	","	2022-05-01 09:49:30	","	2022-05-01 09:49:30	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	111947004	","	222602451	","	50522391	","	ceyaanswer	",1727
"","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	111947004	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	2022-05-01 09:51:25	","	111947004	","	222602451	","	50522391	","	ceyascore	",1727
"","	2022-05-01 09:51:29	","	2022-05-01 09:51:29	","	2022-05-01 09:51:29	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:53:03	","	2022-05-01 09:53:03	","	2022-05-01 09:53:03	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:54:03	","	2022-05-01 09:54:03	","	2022-05-01 09:54:03	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:54:46	","	2022-05-01 09:54:46	","	2022-05-01 09:54:46	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	111947004	","	222602451	","	50522391	","	ceyaanswer	",1727
"","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	111947004	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	2022-05-01 09:55:16	","	111947004	","	222602451	","	50522391	","	ceyascore	",1727
"","	2022-05-01 09:55:38	","	2022-05-01 09:55:38	","	2022-05-01 09:55:38	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	111947004	","	222602451	","	50522391	","	ceyaanswer	",1727
"","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	111947004	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	2022-05-01 09:58:29	","	111947004	","	222602451	","	50522391	","	ceyascore	",1727
"","	2022-05-01 09:58:48	","	2022-05-01 09:58:48	","	2022-05-01 09:58:48	","	111947004	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 10:03:28	","	2022-05-01 10:03:28	","	2022-05-01 10:03:28	","	147393371	","	224922228	","	55853631	","	accesslog	",1727
"","	2022-05-01 10:18:57	","	2022-05-01 10:18:57	","	2022-05-01 10:18:57	","	111945910	","	222820410	","	51027597	","	accesslog	",1727
"","	2022-05-01 11:03:20	","	2022-05-01 11:03:20	","	2022-05-01 11:03:20	","	98301020	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 11:03:55	","	2022-05-01 11:03:55	","	2022-05-01 11:03:55	","	98301020	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 11:04:09	","	2022-05-01 11:04:09	","	2022-05-01 11:04:09	","	98301020	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 11:04:20	","	2022-05-01 11:04:20	","	2022-05-01 11:04:20	","	98301020	","	222602451	","	50522391	","	jobfinish	",1727
"","	2022-05-01 11:04:29	","	2022-05-01 11:04:29	","	2022-05-01 11:04:29	","	98301020	","	222602451	","	50522391	","	accesslog	",1727
"","	2022-05-01 11:04:36	","	2022-05-01 11:04:36	","	2022-05-01 11:04:36	","	98301020	","	222602451	","	50522391	","	jobfinish	",1727
